<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20221012,000000,93.7200000,95.0700000,91.5800000,92.4100000,61434
20221013,000000,92.4900000,94.9200000,91.0800000,94.6900000,154181
20221014,000000,94.5300000,95.1100000,91.2800000,91.4600000,124906
20221016,000000,91.7100000,92.4000000,91.5000000,92.3300000,768
20221017,000000,92.3300000,93.2100000,90.8300000,91.9800000,111446
20221018,000000,91.9900000,92.6600000,88.7700000,90.6400000,171795
20221019,000000,90.7900000,92.8500000,89.3200000,92.5700000,139106
20221020,000000,92.4000000,94.7700000,91.9100000,92.7300000,127208
20221021,000000,92.4500000,93.8000000,91.0000000,93.6000000,114260
20221023,000000,93.5900000,94.0100000,93.5600000,93.7400000,833
20221024,000000,93.7900000,94.4000000,91.2200000,93.4500000,90046
20221025,000000,93.4700000,94.3800000,91.6200000,93.0600000,84085
20221026,000000,92.9100000,94.3000000,91.7100000,94.1500000,121208
20221027,000000,94.1500000,95.3000000,93.1800000,94.7300000,137237
20221028,000000,94.6100000,94.9000000,93.0200000,94.1600000,143715
20221030,000000,94.4300000,94.4800000,94.0400000,94.1900000,520
20221031,000000,94.2100000,94.3600000,91.4600000,92.8500000,192208
20221101,000000,92.6700000,95.5500000,92.3300000,94.7700000,160858
20221102,000000,94.8500000,96.5000000,93.8400000,95.5200000,167441
20221103,000000,95.3600000,95.9800000,93.5600000,94.5500000,132210
20221104,000000,94.5800000,98.8100000,92.7300000,98.7500000,192170
20221106,000000,97.3100000,97.3200000,96.5000000,96.8600000,2703
20221107,000000,96.8700000,99.5600000,95.8000000,97.9300000,139969
20221108,000000,98.2400000,98.3000000,95.0000000,95.0500000,147238
20221109,000000,95.1700000,95.6500000,92.3300000,92.4700000,183000
20221110,000000,92.5300000,94.3200000,91.0700000,93.3400000,163758
20221111,000000,93.8400000,96.9200000,92.2100000,95.7600000,147760
20221113,000000,95.8700000,96.8500000,95.8000000,96.8100000,1011
20221114,000000,96.8000000,96.9500000,91.2800000,92.5000000,147514
20221115,000000,92.5900000,95.7700000,91.5300000,93.7700000,178576
20221116,000000,94.1100000,94.7900000,91.6700000,92.6100000,150640
20221117,000000,92.7300000,92.9100000,89.1100000,90.0200000,173274
20221118,000000,90.1000000,90.6300000,85.8000000,87.7400000,206661
20221120,000000,87.7400000,87.9800000,87.4400000,87.7600000,718
20221121,000000,87.7600000,87.8600000,82.3100000,87.7900000,219569
20221122,000000,87.7600000,89.9000000,87.0500000,88.3500000,100521
20221123,000000,88.4700000,89.5600000,84.1200000,84.6500000,118804
20221124,000000,85.0400000,85.5400000,83.9000000,85.1200000,40936
20221125,000000,85.5000000,86.8700000,83.5900000,83.9100000,44706
20221127,000000,84.0000000,84.0000000,83.1800000,83.4400000,2096
20221128,000000,83.4400000,84.6700000,80.8100000,83.2400000,170631
20221129,000000,83.2100000,86.7200000,83.1900000,84.9400000,182869
20221130,000000,84.9000000,87.3900000,84.4500000,86.6400000,155369
20221201,000000,86.7800000,89.3700000,86.2600000,87.2600000,140934
20221202,000000,86.9000000,87.9100000,85.1600000,85.4200000,123075
20221204,000000,85.7300000,87.0100000,85.5000000,86.8900000,3283
20221205,000000,86.9100000,88.4400000,82.5200000,83.0000000,152713
20221206,000000,83.2800000,83.6900000,78.7000000,79.7200000,205189
20221207,000000,79.7600000,80.4900000,76.9100000,77.3900000,185126
20221208,000000,77.4600000,79.1700000,75.7400000,76.5100000,163525
20221209,000000,76.6300000,77.4800000,75.1100000,76.8200000,107792
20221211,000000,76.8800000,77.3500000,76.7500000,76.9600000,742
20221212,000000,76.9900000,78.5900000,75.2600000,78.0200000,131214
20221213,000000,78.1300000,81.2800000,78.1000000,80.8900000,130810
20221214,000000,80.5700000,83.1500000,80.3800000,82.8000000,126243
20221215,000000,82.7600000,83.1800000,80.8300000,81.4500000,122136
20221216,000000,81.3200000,81.7800000,78.2900000,79.2600000,144880
20221218,000000,79.2100000,79.7100000,79.0100000,79.6900000,671
20221219,000000,79.6500000,80.8700000,78.6000000,80.1000000,102526
20221220,000000,80.2500000,80.8900000,78.2800000,79.6800000,100531
20221221,000000,79.9400000,82.5200000,79.5500000,82.2800000,86064
20221222,000000,82.5200000,83.8500000,80.6700000,81.6900000,84692
20221223,000000,81.6900000,84.1200000,81.2900000,83.9700000,43715
20221227,000000,85.0000000,86.1000000,84.1900000,85.1600000,91826
20221228,000000,84.9200000,85.1500000,82.5100000,83.7700000,119495
20221229,000000,83.6300000,83.8400000,81.8500000,83.7300000,128873
20221230,000000,83.7100000,86.0000000,82.8800000,85.9900000,110463
20230102,000000,85.9100000,85.9100000,85.9100000,85.9100000,1
20230103,000000,85.9600000,87.0000000,81.7800000,82.4600000,191881
20230104,000000,82.3100000,82.7200000,77.7200000,78.1000000,212437
20230105,000000,78.1600000,79.9700000,77.6100000,78.8800000,170048
20230106,000000,78.8000000,80.5900000,78.0500000,78.6000000,141159
20230108,000000,78.4200000,78.9400000,78.4200000,78.8700000,530
20230109,000000,78.9000000,81.3700000,78.8500000,79.8000000,154800
20230110,000000,79.5400000,80.8900000,78.8100000,79.6200000,141924
20230111,000000,79.5200000,83.0000000,79.3100000,82.9100000,168908
20230112,000000,82.8800000,84.6200000,82.3700000,83.8200000,157011
20230113,000000,83.9100000,85.5000000,83.5000000,85.4300000,123652
20230115,000000,85.3600000,85.5900000,85.1900000,85.1900000,621
20230116,000000,85.1900000,85.3000000,83.8300000,84.1200000,79520
20230117,000000,84.2000000,86.8200000,84.0400000,86.7000000,156571
20230118,000000,86.4500000,87.8500000,84.3600000,84.6400000,185214
20230119,000000,84.3400000,86.8500000,83.7600000,86.3800000,150866
20230120,000000,86.4200000,87.7900000,85.5800000,87.6600000,126170
20230122,000000,87.7000000,87.8200000,87.1000000,87.1400000,727
20230123,000000,87.1500000,89.0900000,86.9200000,88.1500000,109024
20230124,000000,88.0700000,88.7100000,85.8000000,86.4200000,108260
20230125,000000,86.2800000,87.0000000,85.4100000,86.1800000,83750
20230126,000000,86.3500000,87.9900000,85.7400000,87.4900000,109696
20230127,000000,87.4900000,88.6300000,85.5200000,86.2100000,168677
20230129,000000,86.8100000,87.2800000,86.6300000,87.1200000,2474
20230130,000000,87.1400000,87.2400000,84.2600000,84.6400000,191300
20230131,000000,84.6200000,85.7900000,83.1600000,85.5300000,200073
20230201,000000,85.5600000,86.2100000,82.3700000,83.0600000,212562
20230202,000000,83.3400000,83.6100000,81.2500000,82.1000000,186251
20230203,000000,82.2700000,84.2000000,79.4800000,79.8200000,223680
20230205,000000,79.6100000,80.1600000,79.6100000,80.0000000,1214
20230206,000000,80.0300000,81.4300000,79.1000000,81.4000000,204480
20230207,000000,81.2600000,84.1300000,81.1900000,84.0900000,172864
20230208,000000,84.1100000,85.1500000,83.2700000,85.0200000,156766
20230209,000000,84.9600000,85.5000000,83.0500000,84.0800000,151206
20230210,000000,84.2200000,86.9000000,83.7600000,86.0600000,182866
20230212,000000,86.5100000,86.6400000,85.6200000,86.0200000,731
20230213,000000,86.0200000,86.9500000,85.1000000,85.7800000,128699
20230214,000000,85.8300000,86.4200000,84.1300000,85.2500000,142495
20230215,000000,85.2000000,85.8500000,83.9000000,85.2800000,123328
20230216,000000,85.2700000,86.2100000,84.3200000,84.8200000,113760
20230217,000000,84.6000000,84.8700000,81.8000000,83.1500000,204940
20230219,000000,83.1500000,83.3200000,82.7300000,82.8600000,592
20230220,000000,83.1800000,84.3000000,82.6500000,83.8100000,76796
20230221,000000,83.8600000,84.2000000,82.4500000,82.7300000,120147
20230222,000000,82.7800000,83.2500000,80.3000000,80.4700000,125256
20230223,000000,80.4800000,82.7700000,80.4000000,82.4300000,82407
20230224,000000,82.4900000,83.3900000,81.0700000,82.8500000,44779
20230226,000000,82.8500000,83.1600000,82.8500000,83.0900000,862
20230227,000000,83.0900000,83.2500000,81.4000000,82.0600000,144090
20230228,000000,82.0000000,83.9900000,81.4600000,83.1100000,156403
20230301,000000,83.0500000,84.4900000,82.6100000,84.4300000,172260
20230302,000000,84.3100000,85.1000000,83.6100000,84.3500000,137622
20230303,000000,84.6100000,86.0000000,82.3600000,86.0000000,216882
20230305,000000,85.8300000,85.8300000,85.4100000,85.4800000,1525
20230306,000000,85.4900000,86.3500000,84.3400000,86.2500000,158747
20230307,000000,86.2300000,86.7500000,82.4600000,83.0800000,193396
20230308,000000,83.0300000,83.5900000,81.9300000,82.5200000,177444
20230309,000000,82.5500000,84.0000000,81.0000000,81.5600000,170879
20230310,000000,81.4700000,83.1100000,80.7300000,82.6400000,200370
20230312,000000,82.6000000,83.4800000,82.2500000,83.1600000,3199
20230313,000000,83.1600000,83.3300000,78.3400000,80.7400000,279096
20230314,000000,80.5400000,80.9200000,76.8900000,77.6100000,236153
20230315,000000,77.8200000,78.7300000,71.6700000,74.2700000,315692
20230316,000000,74.3000000,75.5400000,71.8600000,74.7100000,232347
20230317,000000,74.7000000,75.9200000,71.4000000,72.4700000,223392
20230319,000000,73.0100000,73.3900000,72.4400000,73.2600000,2364
20230320,000000,73.2600000,73.8700000,70.1200000,73.7700000,185818
20230321,000000,73.6400000,75.4200000,72.7600000,75.0700000,143712
20230322,000000,75.1500000,77.1200000,74.4600000,75.4700000,121414
20230323,000000,75.8700000,77.4400000,74.7900000,75.1500000,110687
20230324,000000,75.5300000,76.3200000,72.6800000,74.6100000,92793
20230326,000000,74.6200000,75.3000000,74.5500000,75.0000000,3270
20230327,000000,75.0000000,78.0000000,74.3900000,77.7600000,179422
20230328,000000,77.8300000,78.7000000,77.0900000,78.4200000,170379
20230329,000000,78.4700000,79.0000000,77.3100000,77.5300000,182981
20230330,000000,77.4800000,78.8500000,77.1800000,78.5600000,149919
20230331,000000,78.4700000,79.9500000,77.8400000,79.9300000,187909
20230402,000000,86.0000000,86.4400000,84.5000000,84.9500000,33886
20230403,000000,84.9600000,85.3600000,83.5000000,84.7800000,262010
20230404,000000,84.8900000,86.0400000,83.8200000,85.2600000,198452
20230405,000000,85.2200000,85.5400000,84.0100000,84.8800000,153786
20230406,000000,84.8900000,85.4500000,84.0500000,84.9400000,151885
20230409,000000,85.1000000,85.6600000,84.9300000,85.2300000,2638
20230410,000000,85.2300000,85.5200000,84.0900000,84.3100000,85109
20230411,000000,84.2400000,85.6700000,83.7500000,85.6200000,158833
20230412,000000,85.5900000,87.4900000,85.3900000,87.2300000,195967
20230413,000000,87.1900000,87.4700000,86.0500000,86.3100000,154593
20230414,000000,86.1800000,86.8700000,85.5300000,86.6300000,153507
20230416,000000,86.6300000,86.6300000,86.1800000,86.4100000,1740
20230417,000000,86.3900000,86.5200000,84.3400000,84.8300000,162275
20230418,000000,84.8300000,85.4100000,83.8100000,84.8700000,188890
20230419,000000,84.8700000,85.1500000,82.3900000,82.8800000,430240
20230420,000000,82.8800000,82.9200000,80.7700000,80.8600000,387409
20230421,000000,80.8600000,82.0500000,80.4500000,81.8800000,249309
20230423,000000,81.8800000,81.8800000,81.4300000,81.5700000,939
20230424,000000,81.5700000,82.9900000,80.4800000,82.5400000,254855
20230425,000000,82.5400000,83.0600000,80.4500000,80.7600000,253832
20230426,000000,80.7600000,81.4700000,77.4600000,77.7700000,247336
20230427,000000,77.7700000,78.6100000,77.6400000,78.2800000,114829
20230428,000000,78.2800000,80.5300000,77.5100000,80.3400000,189811
20230430,000000,80.2600000,80.2600000,79.7100000,79.7700000,1296
20230501,000000,79.7700000,79.8700000,78.1300000,79.4000000,150451
20230502,000000,79.4000000,79.7800000,75.0700000,75.2300000,387399
20230503,000000,75.2300000,75.5800000,71.7000000,71.9300000,471288
20230504,000000,71.9300000,73.7200000,71.2800000,72.5400000,373266
20230505,000000,72.5400000,75.7500000,72.4100000,75.3100000,271896
20230507,000000,75.3700000,75.7900000,75.2300000,75.4100000,1995
20230508,000000,75.4100000,77.4300000,74.9500000,76.6100000,193973
20230509,000000,76.6100000,77.5000000,75.0700000,77.2800000,303882
20230510,000000,77.2800000,77.6000000,75.6800000,76.5900000,325089
20230511,000000,76.5900000,77.4100000,74.6100000,75.4300000,363622
20230512,000000,75.4300000,75.8500000,74.0300000,74.2200000,265898
20230514,000000,74.1700000,74.2800000,74.0800000,74.1700000,457
20230515,000000,74.1600000,75.7500000,73.4900000,75.5600000,254997
20230516,000000,75.5600000,75.9500000,74.5000000,74.7500000,222529
20230517,000000,74.7500000,77.3100000,74.1000000,76.7800000,302080
20230518,000000,76.7800000,76.9900000,75.5000000,75.9500000,244281
20230519,000000,75.9500000,77.5000000,75.1200000,75.7900000,254723
20230521,000000,75.6100000,75.7500000,75.5900000,75.7200000,542
20230522,000000,75.7600000,76.4600000,74.5500000,75.9400000,197331
20230523,000000,75.9400000,77.7400000,75.6500000,77.5000000,283489
20230524,000000,77.5000000,78.6600000,77.0300000,78.3400000,292777
20230525,000000,78.3400000,78.5000000,75.1000000,76.2300000,251350
20230526,000000,76.2300000,77.3500000,75.7300000,77.0900000,154920
20230528,000000,77.1200000,77.6600000,77.1200000,77.4600000,1482
20230529,000000,77.4700000,77.7500000,76.1500000,77.0300000,31498
20230530,000000,77.0300000,77.5700000,73.2000000,73.6900000,104473
20230531,000000,73.8400000,73.9500000,71.5000000,72.1300000,442869
20230601,000000,72.1300000,75.2500000,72.0300000,74.3200000,367511
20230602,000000,74.3200000,76.5000000,74.1800000,76.2900000,282637
20230604,000000,76.4000000,78.7300000,76.4000000,77.8300000,36040
20230605,000000,77.8400000,78.2400000,76.3100000,76.6000000,369769
20230606,000000,76.6000000,76.7500000,74.7200000,76.1200000,310246
20230607,000000,76.1200000,77.6400000,75.5100000,76.8000000,333977
20230608,000000,76.8000000,77.6800000,73.5800000,75.5200000,635025
20230609,000000,75.5200000,76.5700000,74.7100000,74.9700000,270329
20230611,000000,74.9700000,75.0400000,74.4000000,74.5400000,2865
20230612,000000,74.5400000,74.5500000,71.5800000,72.1100000,367076
20230613,000000,72.1100000,74.6600000,71.9400000,74.1900000,471662
20230614,000000,74.1900000,75.4900000,73.0300000,73.6100000,332144
20230615,000000,73.6100000,75.9700000,72.9100000,75.6300000,269780
20230616,000000,75.6300000,76.7400000,75.0800000,76.5600000,268782
20230618,000000,76.2600000,76.4000000,76.0500000,76.1200000,535
20230619,000000,76.1100000,76.9300000,75.3400000,76.1300000,142611
20230620,000000,76.1300000,77.1500000,74.5100000,75.4200000,273988
20230621,000000,75.4200000,77.2400000,75.4200000,77.0300000,230596
20230622,000000,77.0300000,77.2000000,73.5900000,74.2300000,334961
20230623,000000,74.2300000,74.2500000,72.1100000,74.1400000,165826
20230625,000000,74.4400000,74.8000000,74.2500000,74.6900000,4023
20230626,000000,74.7000000,74.8500000,73.4200000,74.3900000,137310
20230627,000000,74.3900000,74.9000000,72.0800000,72.6900000,155655
20230628,000000,72.6900000,74.2000000,71.5700000,73.5700000,95255
20230629,000000,73.5700000,74.9800000,73.3900000,74.3100000,66162
20230630,000000,74.9700000,75.8400000,74.3000000,75.1900000,243911
20230702,000000,75.1900000,75.4700000,75.0300000,75.1700000,752
20230703,000000,75.1900000,76.6000000,74.5600000,74.9600000,342144
20230704,000000,74.9600000,76.2900000,74.7400000,76.1200000,158913
20230705,000000,76.1200000,76.9500000,75.3000000,76.5300000,302856
20230706,000000,76.5300000,77.0900000,75.0300000,76.5100000,347152
20230707,000000,76.5100000,78.5400000,76.0300000,78.3000000,341827
20230709,000000,78.1700000,78.6100000,78.1300000,78.2200000,3798
20230710,000000,78.2300000,78.7700000,77.3600000,77.7900000,297710
20230711,000000,77.7900000,79.5000000,77.6300000,79.3500000,346050
20230712,000000,79.3500000,80.5500000,79.2100000,80.2000000,391341
20230713,000000,80.2000000,81.7500000,79.8800000,81.5400000,363887
20230714,000000,81.5400000,81.7000000,79.6300000,79.6600000,322508
20230716,000000,79.6300000,79.6300000,79.0200000,79.3300000,5054
20230717,000000,79.3200000,80.6400000,78.2500000,78.5600000,358594
20230718,000000,78.5600000,79.9900000,78.1900000,79.8200000,391271
20230719,000000,79.8200000,80.9300000,79.1700000,79.5400000,322063
20230720,000000,79.5400000,80.2700000,78.6600000,79.6200000,289603
20230721,000000,79.6200000,81.2400000,79.6200000,80.8600000,295300
20230723,000000,80.8900000,81.0100000,80.5300000,80.5300000,635
20230724,000000,80.5300000,83.1600000,80.4200000,82.7500000,298562
20230725,000000,82.7500000,83.8700000,82.2200000,83.2000000,236304
20230726,000000,83.2000000,83.8500000,82.5800000,82.9500000,178754
20230727,000000,82.9500000,84.5000000,82.9300000,83.8600000,112007
20230728,000000,83.8600000,85.0900000,83.2200000,84.9200000,105115
20230730,000000,84.2900000,84.4600000,84.2300000,84.2500000,1137
20230731,000000,84.2300000,85.5800000,83.9100000,85.3300000,319358
20230801,000000,85.0100000,85.7800000,84.2100000,85.6800000,234157
20230802,000000,85.6800000,85.9900000,82.7400000,83.3800000,418619
20230803,000000,83.3800000,85.4100000,82.3600000,85.2500000,418158
20230804,000000,85.2500000,86.6500000,85.0600000,86.0000000,282740
20230806,000000,86.1500000,86.7300000,86.1500000,86.4500000,4660
20230807,000000,86.4500000,86.6800000,85.0300000,85.9100000,270467
20230808,000000,85.9100000,86.3400000,83.3200000,86.1800000,396142
20230809,000000,86.1800000,87.6500000,85.9100000,87.5100000,408013
20230810,000000,87.5100000,88.1000000,86.2000000,86.3300000,363990
20230811,000000,86.3300000,87.3500000,85.8400000,86.6000000,343492
20230813,000000,86.7300000,86.7300000,86.3200000,86.4800000,1782
20230814,000000,86.4900000,86.7100000,85.5000000,86.1900000,268243
20230815,000000,86.4500000,86.4800000,84.2900000,85.0800000,308651
20230816,000000,85.0800000,85.3600000,83.1300000,83.3700000,350887
20230817,000000,83.3700000,84.0500000,83.0500000,83.7200000,84044
20230818,000000,83.8300000,85.0800000,83.3300000,84.7200000,227620
20230820,000000,84.8300000,84.9400000,84.5200000,84.7000000,1012
20230821,000000,84.6800000,85.8600000,84.3100000,84.5900000,305260
20230822,000000,84.5900000,84.6600000,83.8500000,83.8900000,295906
20230823,000000,83.8900000,84.2600000,81.9400000,83.0700000,375452
20230824,000000,83.0700000,83.6200000,81.9700000,83.2300000,255059
20230825,000000,83.2300000,84.9700000,82.6700000,84.6200000,227204
20230827,000000,84.8500000,84.9800000,84.6700000,84.8000000,687
20230828,000000,84.8200000,85.2300000,84.1100000,84.4200000,96464
20230829,000000,84.4200000,85.6500000,83.8000000,85.5300000,117834
20230830,000000,85.5300000,86.2300000,85.1100000,85.9500000,89128
20230831,000000,85.5400000,86.8800000,85.4500000,86.8200000,353965
20230901,000000,86.8200000,88.8400000,86.7400000,88.7700000,393130
20230903,000000,88.9900000,88.9900000,88.6600000,88.7700000,2378
20230904,000000,88.7600000,89.2200000,88.2600000,89.0000000,141683
20230905,000000,89.0000000,91.1500000,88.0600000,90.0500000,458245
20230906,000000,90.0500000,91.1000000,89.2500000,90.6300000,298643
20230907,000000,90.6300000,90.8900000,89.4600000,89.7600000,217684
20230908,000000,89.7600000,91.0200000,89.3000000,90.4600000,302229
20230910,000000,90.4400000,90.8300000,90.2200000,90.3400000,4421
20230911,000000,90.3500000,91.4500000,90.1100000,90.6100000,311702
20230912,000000,90.6100000,92.4000000,90.5200000,91.9600000,354762
20230913,000000,91.9600000,92.8400000,91.6300000,92.1900000,315830
20230914,000000,92.1900000,94.2100000,92.0200000,94.1400000,321379
20230915,000000,94.1400000,94.6300000,92.6700000,94.2100000,352012
20230917,000000,94.2700000,94.2900000,93.9300000,94.0400000,1360
20230918,000000,94.0300000,94.9500000,93.7900000,94.5700000,356962
20230919,000000,94.5700000,95.9600000,94.1600000,94.4000000,415269
20230920,000000,94.4000000,94.7200000,92.7600000,93.2000000,345462
20230921,000000,93.2000000,94.6000000,92.2000000,93.2400000,326321
20230922,000000,93.2400000,94.6400000,92.8000000,93.6300000,251967
20230924,000000,93.8300000,93.9100000,93.4900000,93.9100000,1342
20230925,000000,93.8900000,94.2500000,92.5400000,93.4100000,179637
20230926,000000,93.4100000,94.2100000,91.8000000,94.0700000,175788
20230927,000000,94.0700000,97.0600000,94.0700000,96.7100000,143492
20230928,000000,96.7100000,97.6900000,94.7600000,95.1400000,90942
20230929,000000,95.1400000,95.1400000,91.9600000,92.2900000,443015
20231001,000000,92.1100000,92.5700000,92.1100000,92.4700000,2232
20231002,000000,92.4700000,93.3300000,90.3500000,90.4800000,432991
20231003,000000,90.4800000,91.5600000,89.5000000,91.1000000,466930
20231004,000000,91.1000000,91.2100000,85.7500000,86.0900000,539022
20231005,000000,86.0900000,86.5200000,83.8400000,84.1800000,532832
20231006,000000,84.1800000,84.9500000,83.4400000,84.4700000,428515
20231008,000000,84.4300000,88.1500000,84.4300000,87.3700000,34412
20231009,000000,87.3800000,89.0000000,86.4200000,88.2500000,399857
20231010,000000,88.2500000,88.4900000,86.9100000,87.7200000,371988
20231011,000000,87.7200000,88.2600000,85.2100000,85.5400000,428562
20231012,000000,85.5400000,87.6400000,85.1800000,86.2600000,399623
20231013,000000,86.2600000,91.0000000,86.2600000,90.9400000,452106
20231015,000000,90.8000000,91.2000000,90.1800000,90.8100000,6241
20231016,000000,90.8300000,91.3900000,89.5000000,90.1600000,289094
20231017,000000,90.1600000,90.9300000,88.8800000,90.9100000,267818
20231018,000000,90.9100000,93.0000000,90.6000000,91.4100000,368341
20231019,000000,91.4100000,93.4800000,89.5700000,93.0500000,320820
20231020,000000,93.0500000,93.7900000,91.6600000,92.1900000,282331
20231022,000000,92.5100000,92.5100000,91.6500000,91.8000000,3236
20231023,000000,91.7900000,92.4500000,89.6200000,90.5000000,281741
20231024,000000,90.5000000,90.6800000,87.3500000,88.0800000,295094
20231025,000000,88.0800000,90.3500000,86.6800000,90.1300000,276132
20231026,000000,90.1300000,90.4000000,87.5300000,88.1600000,202359
20231027,000000,88.1600000,90.7500000,87.8300000,90.0200000,110246
20231029,000000,90.4400000,90.4400000,88.7700000,89.4900000,1239
20231030,000000,89.4900000,89.9800000,87.2000000,87.9100000,101492
20231031,000000,87.9100000,87.9100000,84.7700000,85.6200000,401645
20231101,000000,85.6200000,87.2400000,84.5800000,84.9000000,329846
20231102,000000,84.9000000,87.0500000,84.6400000,86.9600000,322930
20231103,000000,86.9600000,87.8000000,84.5600000,85.1700000,371234
20231105,000000,85.2300000,85.5500000,84.8800000,85.2600000,1840
20231106,000000,85.2900000,86.4600000,85.0900000,85.2100000,249211
20231107,000000,85.2100000,85.2100000,81.4000000,81.4100000,414755
20231108,000000,81.4100000,81.9600000,79.2000000,79.7100000,434217
20231109,000000,79.7100000,81.4800000,79.4400000,79.8700000,321728
20231110,000000,79.8700000,82.0600000,79.7900000,81.5500000,260454
20231112,000000,81.7000000,81.7000000,81.1400000,81.1900000,1391
20231113,000000,81.2100000,82.8000000,80.4100000,82.7000000,248283
20231114,000000,82.7000000,83.9700000,82.0600000,82.3700000,246144
20231115,000000,82.3700000,83.0400000,80.7900000,81.0700000,305688
20231116,000000,81.0700000,81.1700000,76.6000000,77.4500000,463603
20231117,000000,77.4500000,80.8100000,77.2800000,80.5200000,355587
20231119,000000,80.6200000,80.8500000,79.5800000,80.8300000,2107
20231120,000000,80.8200000,82.9400000,80.4900000,82.0300000,261081
20231121,000000,82.0300000,82.5400000,81.4300000,82.3900000,247936
20231122,000000,82.3900000,82.6500000,78.4100000,81.6600000,374798
20231123,000000,81.6600000,81.6600000,80.1900000,81.2800000,103836
20231124,000000,81.2800000,82.2000000,80.1300000,80.2300000,108292
20231126,000000,80.2300000,80.7600000,80.2300000,80.7600000,629
20231127,000000,80.7500000,81.1700000,79.1300000,80.0800000,160500
20231128,000000,80.0800000,82.1600000,79.8000000,81.6600000,105898
20231129,000000,81.6600000,83.2500000,80.9600000,82.9000000,93733
